rating,date,variation,review,feedback
5,30-Jul-18,Configuration: Fire TV Stick,plenty option choose,1
5,30-Jul-18,Configuration: Fire TV Stick,work charm,1
5,30-Jul-18,Configuration: Fire TV Stick,love easy set well,1
5,30-Jul-18,Configuration: Fire TV Stick,love fast get respond alexaalso easy find thing look forest speak remote,1
5,30-Jul-18,Configuration: Fire TV Stick,extremely easy use switch away direct use stream,1
1,30-Jul-18,Configuration: Fire TV Stick,dont show nothing,0
5,30-Jul-18,Configuration: Fire TV Stick,work like charm,1
5,30-Jul-18,Configuration: Fire TV Stick,work great ape start suffer probably internet love area voice control,1
4,30-Jul-18,Configuration: Fire TV Stick,say picture quality better receive cable downside pause movie couple minutes take long time come back often get message internet speed slow block mb house good day also voice command alexis work well could operator error beat,1
5,30-Jul-18,Configuration: Fire TV Stick,love everything,1
2,30-Jul-18,Configuration: Fire TV Stick,disappoint mandatory upgrade final get do unload lose local charlotte channel news weather also cub bc abc days later amazon day discount order,0
5,30-Jul-18,Configuration: Fire TV Stick,second one house great teach torment hold button talk watch much,1
5,30-Jul-18,Configuration: Fire TV Stick,love thing area feature make easy find want matter stream service search netflix amazon etc see either show area find,1
5,30-Jul-18,Configuration: Fire TV Stick,great product,1
5,30-Jul-18,Configuration: Fire TV Stick,love,1
3,30-Jul-18,Configuration: Fire TV Stick,feel voice feature useless lot channel stream though,1
1,30-Jul-18,Configuration: Fire TV Stick,garbageeven try watch amazon prime video piece garage loose internet connection half way thou show cheapest rou work time better waste time money piece garage,0
5,30-Jul-18,Configuration: Fire TV Stick,love,1
5,30-Jul-18,Configuration: Fire TV Stick,love fire stick area work well would recommend,1
5,30-Jul-18,Configuration: Fire TV Stick,get start fire stick far good,1
5,30-Jul-18,Configuration: Fire TV Stick,easy set lot things watch program even get far yet easy use highly recommend lean closer cut cable cord good,1
5,30-Jul-18,Configuration: Fire TV Stick,gift,1
5,30-Jul-18,Configuration: Fire TV Stick,second firestick please ease use,1
2,30-Jul-18,Configuration: Fire TV Stick,would recommend anyone wont load netflix rare occasion wont run program way thou tell unable process title time try later netflix site cause stream fine computer firestick disappoint,0
4,30-Jul-18,Configuration: Fire TV Stick,worth every cent,1
5,30-Jul-18,Configuration: Fire TV Stick,like nothing watch run firestick,1
5,30-Jul-18,Configuration: Fire TV Stick,access ape,1
5,30-Jul-18,Configuration: Fire TV Stick,easy install use,1
5,30-Jul-18,Configuration: Fire TV Stick,thank great product,1
5,30-Jul-18,Configuration: Fire TV Stick,purchase man cave love,1
2,30-Jul-18,Configuration: Fire TV Stick,las películas tiens se sudden cambiar español títulos en español,0
5,30-Jul-18,Configuration: Fire TV Stick,easy install run minutes,1
2,30-Jul-18,Configuration: Fire TV Stick,excite try new element unfortunately even though feet away outer get madden disconnections suffer think little device suppose take care issue,0
5,30-Jul-18,Configuration: Fire TV Stick,easy use favorite program inclusive nothing else buy,1
5,30-Jul-18,Configuration: Fire TV Stick,fun play,1
5,30-Jul-18,Configuration: Fire TV Stick,love everything,1
5,30-Jul-18,Configuration: Fire TV Stick,powerful little stick,1
5,30-Jul-18,Configuration: Fire TV Stick,superb say plug unit set boom watch better thank,1
5,30-Jul-18,Configuration: Fire TV Stick,like big tablet,1
5,30-Jul-18,Configuration: Fire TV Stick,love,1
5,30-Jul-18,Configuration: Fire TV Stick,please fire stick,1
5,30-Jul-18,Configuration: Fire TV Stick,work good ni issue,1
5,30-Jul-18,Configuration: Fire TV Stick,great price great product fire stick best think work better rou,1
5,30-Jul-18,Configuration: Fire TV Stick,love take vacation use easy set,1
5,30-Jul-18,Configuration: Fire TV Stick,user chromecast years say firestick nice upgrade really like download ape different media source like ho showtime etc free access cable account firestick get better picture go directly show want see downside time take download ape set good thing set sometime procedure,1
5,30-Jul-18,Configuration: Fire TV Stick,currently chromecast devices fire stick superior please watch program netflix prime without smart phone computer easy install use,1
1,30-Jul-18,Configuration: Fire TV Stick,menu work say connect amazon network,0
1,30-Jul-18,Configuration: Fire TV Stick,would love remote want spend much money replace batteries upset spend money great device batteries last,0
5,30-Jul-18,Configuration: Fire TV Stick,purchase toy haulers come day leave trip plane wonderful plug hotel watch normal show rather whatever show time sit commercial,1
5,30-Jul-18,Configuration: Fire TV Stick,already firestick livingroom great entertainment get one bedroom,1
5,30-Jul-18,Configuration: Fire TV Stick,good option,1
1,30-Jul-18,Configuration: Fire TV Stick,purchase use road semi work application,0
4,30-Jul-18,Configuration: Fire TV Stick,great,1
5,30-Jul-18,Configuration: Fire TV Stick,love fire stick thank much,1
5,30-Jul-18,Configuration: Fire TV Stick,easy set enjoy add video choice television,1
5,30-Jul-18,Configuration: Fire TV Stick,installation connection wife easy get amazon prime netflix go breeze use voice remote amaze yes old school review feature option time excite product live great things read hear,1
4,30-Jul-18,Configuration: Fire TV Stick,like product however set bite difficult rest factory set start scratch,1
5,30-Jul-18,Configuration: Fire TV Stick,love use voice make request use music move,1
5,30-Jul-18,Configuration: Fire TV Stick,easy install excite use,1
5,30-Jul-18,Configuration: Fire TV Stick,far good work great,1
5,30-Jul-18,Configuration: Fire TV Stick,great device cut cable watch channel want want add pp like cub pay little extra get,1
5,30-Jul-18,Configuration: Fire TV Stick,everything great love area voice remote,1
5,30-Jul-18,Configuration: Fire TV Stick,work like charm,1
5,30-Jul-18,Configuration: Fire TV Stick,think pretty cool new stream thing seem easy use,1
4,30-Jul-18,Configuration: Fire TV Stick,supereasy set issue find occasionally lose connection household network,1
5,30-Jul-18,Configuration: Fire TV Stick,turn old smart really easy interface buy,1
5,30-Jul-18,Configuration: Fire TV Stick,easy set work perfect,1
5,30-Jul-18,Configuration: Fire TV Stick,awesome product want test differences rou nice likely use travel well,1
4,30-Jul-18,Configuration: Fire TV Stick,good wife stick,1
5,30-Jul-18,Configuration: Fire TV Stick,love,1
1,30-Jul-18,Configuration: Fire TV Stick,seem work ok couture really believe would ban pp many people want use really want like install particular pp become almost useless almost stuff fine ill stick rou,0
5,30-Jul-18,Configuration: Fire TV Stick,thing great internet amazon prime,1
5,30-Jul-18,Configuration: Fire TV Stick,awesome product,1
5,30-Jul-18,Configuration: Fire TV Stick,easy set nice look interface like new slightly larger remote gen little remote displace time great price,1
5,30-Jul-18,Configuration: Fire TV Stick,great product easy use,1
5,30-Jul-18,Configuration: Fire TV Stick,great cadet install work easily nice another box take space,1
5,30-Jul-18,Configuration: Fire TV Stick,excellent product service easy install daughter happy,1
5,30-Jul-18,Configuration: Fire TV Stick,great entertainment,1
5,30-Jul-18,Configuration: Fire TV Stick,able use area echo great,1
5,30-Jul-18,Configuration: Fire TV Stick,easy use fast set,1
5,30-Jul-18,Configuration: Fire TV Stick,love,1
5,31-Jul-18,Black  Dot,set play home theater system fat use weather forecast cook time really enjoy music,1
5,31-Jul-18,White  Dot,small device kiss like ask question handy friendly interactive,1
5,31-Jul-18,Black  Dot,beyond awesome,1
5,31-Jul-18,Black  Dot,like respond every time easy set still learn may like better speaker,1
5,31-Jul-18,Black  Dot,family love,1
4,31-Jul-18,Black  Dot,like connect bluetooth without adapt like goose reason star volume level without external speaker easy use,1
5,31-Jul-18,Black  Dot,echo great home voice range ask question say command turn light favorite play music though house,1
5,31-Jul-18,Black  Dot,love time gift friend,1
5,30-Jul-18,Black  Dot,fantastic product use smart home hut play music speakers mainly customizable routine nice easy program,1
5,30-Jul-18,Black  Dot,great,1
1,30-Jul-18,Black  Dot,quite disappoint productthere clearly bug half time ask newsflash two second start whole thing stop boot couple minutes go ask play radio also many time get confuse ask switch items also name true clearly ai natural language beta stage still impress,0
5,30-Jul-18,Black  Dot,love thing work great kiss love,1
5,30-Jul-18,Black  Dot,love make simple things life simpler,1
5,30-Jul-18,Black  Dot,really enjoy many different feature area especially listen music audit book,1
5,30-Jul-18,Black  Dot,echo dot wonderful invention love area smart,1
5,30-Jul-18,Black  Dot,alarm music information weather,1
5,30-Jul-18,White  Dot,love helpful,1
5,30-Jul-18,Black  Dot,good pretty low,1
5,30-Jul-18,Black  Dot,alarm calendar reminders,1
5,30-Jul-18,Black  Dot,echo dot two weeks fun set morning alarm check weather area play various music buy expensive speakers connect better sound learn skill little tricky connect wife initially trial error connect stay connect far super satisfy buy one mother one office,1
5,30-Jul-18,Black  Dot,completely love absolutely everything amaze great,1
2,30-Jul-18,Black  Dot,hope still lot improve things ask say homme dont know,0
3,30-Jul-18,Black  Dot,speaker could better,1
5,30-Jul-18,White  Dot,love,1
5,30-Jul-18,Black  Dot,dot love,1
5,30-Jul-18,White  Dot,work like one,1
5,30-Jul-18,Black  Dot,love new area work great far,1
4,30-Jul-18,Black  Dot,buy echo dot sale prime day excite come next day set immediately everything work perfectly fine set easy straight forward really appreciate terrible technology reason satisfy purchase fact use echo dot minutes without disconcert internet connect wife link neither work frustration get use echo dot really wish could one problems solution please let know,1
5,30-Jul-18,Black  Dot,get dad father day tickle,1
5,30-Jul-18,White  Dot,nice product,1
5,30-Jul-18,Black  Dot,love echo love play music room,1
5,30-Jul-18,Black  Dot,still get use area think keeper,1
4,30-Jul-18,White  Dot,work good part ask question say know think suppose know everything,1
5,30-Jul-18,Black  Dot,new best friend,1
5,30-Jul-18,Black  Dot,absolutely love,1
4,30-Jul-18,Black  Dot,like link two room home,1
5,30-Jul-18,Black  Dot,love area rock,1
4,30-Jul-18,Black  Dot,trouble echo dot first get internet connection issue research online saw people trouble generation echo dot however weekend take trip bring echo dot along hotel seem work fine back home internet connection seem get little rough patch problems since connection issue echo dot probably internet device,1
5,30-Jul-18,Black  Dot,small size work great sunroom,1
4,30-Jul-18,White  Dot,like helpful certain things support amazon,1
1,30-Jul-18,Black  Dot,reach amazon device want son phone number would allow say number already use customer service help basically tell contact spring assist echo bare minimum without access phone set kind painless pay,0
3,30-Jul-18,Black  Dot,wont work blue tooth speaker tit connect wont work,1
4,30-Jul-18,Black  Dot,give get use couple weeks go hospital good time short time use fun try use area,1
5,30-Jul-18,Black  Dot,impulse buy turn really enjoy new dot grands love request songs play game like listen audible selection keep list discover new area skill fun practical echo dot surprisingly welcome addition home,1
5,30-Jul-18,Black  Dot,great product great price,1
4,30-Jul-18,Black  Dot,son love echo dot,1
5,30-Jul-18,Black  Dot,love great bathroom listen news shower listen live serious,1
5,30-Jul-18,White  Dot,like clot connect play candor ask weather time every morning get rid old fashion digital clock music play unlimited go ask vacation things get comfortable definitely worth money,1
4,30-Jul-18,White  Dot,play music request,1
1,30-Jul-18,Black  Dot,like almost everytime ask area question would say dont know learn,0
4,30-Jul-18,Black  Dot,lui great product,1
5,30-Jul-18,Black  Dot,say well paranoid person years get hook idea cloud base home control yes love echo stuff create isolate plan home network run devices include cheap ones require sign questionable webster download pp careful people enter wife password site vest location pp ask good thing try stay devices work directly area hut thirdparty pp amazon control type devices sensitive information handle,1
5,30-Jul-18,White  Dot,great product,1
5,30-Jul-18,Black  Dot,helpful play music set alarm talk lonely,1
5,30-Jul-18,Black  Dot,easy set control vasa smart plug problem even kiss figure stuff would ask area like tell joke sing area pp control custom spark plug cloud,1
4,30-Jul-18,Black  Dot,love area around house favorite feature time alarm music especially library sleep sound get product gift kiss love great read time time minutes thing really dont like plug outlet function get minor inconvenient move room room purchase,1
5,30-Jul-18,White  Dot,alarm time story universal,1
5,30-Jul-18,Black  Dot,love area,1
5,30-Jul-18,Black  Dot,easy set,1
5,30-Jul-18,Black  Dot,work better anticipate thing awesome,1
5,30-Jul-18,Black  Dot,great product,1
5,30-Jul-18,Black  Dot,really like,1
5,30-Jul-18,White  Dot,like respond command great product,1
1,30-Jul-18,Black  Dot,volume low,0
5,30-Jul-18,White  Dot,far like although probably use full capacity,1
5,30-Jul-18,Black  Dot,new best friend little behind time give never anything like another area goose home super amaze useful tool use play sleep sound sleep use amazon audible book set alarm reminders receive modifications play game tell short story pretty fun know people complain speaker sure sure open concept house want blast music might blast around loud enough rent room bedroom perfect dont problems speaker love everything,1
4,30-Jul-18,Black  Dot,wish volume capable go louder,1
5,30-Jul-18,Black  Dot,love,1
5,30-Jul-18,White  Dot,best purchase year,1
5,30-Jul-18,Black  Dot,love dot one echo medium size room loud enough without external speakers although use external dot,1
4,30-Jul-18,Black  Dot,really love dot awesome connect room like read review definitely lower volume sure connect speaker another device would great stand alone volume ok definitely like tall echo dot dont pick voice good tall echostill totally love would recommend,1
3,30-Jul-18,Black  Dot,okay keep drop wife,1
5,30-Jul-18,Black  Dot,kiss love love,1
5,30-Jul-18,Black  Dot,love echo dot easy use set,1
5,30-Jul-18,Black  Dot,love echo,1
5,30-Jul-18,Black  Dot,excellent product,1
5,30-Jul-18,Black  Dot,love able control light doors music,1
5,30-Jul-18,Black  Dot,fun interact,1
5,30-Jul-18,Black  Dot,satisfy product,1
5,30-Jul-18,Black  Dot,echo even one barn great idea work horse still get news flash music,1
3,30-Jul-18,Black  Dot,buy heal room play continuous sea like music although area know type music need device deliver quality sound sound muffle know buy speakers,1
5,30-Jul-18,Black  Dot,like music ever,1
3,30-Jul-18,White  Dot,hard hear blue tooth better speaker,1
3,30-Jul-18,Black  Dot,problems work expect could better speaker,1
5,30-Jul-18,Black  Dot,love want get another one soon,1
5,30-Jul-18,White  Dot,great along echo,1
5,30-Jul-18,Black  Dot,echo dot work want bedroom par small blue tooth speaker last note go sleep sound thunderstorm provide echo dot plan dot turn bedroom lamps receive smart plug order,1
5,30-Jul-18,White  Dot,daughter want white boombox nothing good old decide go echo dot request white good speaker love gift nice option many things internet,1
1,30-Jul-18,Black  Dot,cheap cheap sound,0
4,30-Jul-18,Black  Dot,pretty cool,1
4,30-Jul-18,Black  Dot,time area little mostly good,1
5,30-Jul-18,Black  Dot,love dont know take long get one dont know get two amazon prime day,1
5,30-Jul-18,Black  Dot,date news,1
5,30-Jul-18,Black  Dot,work like champ,1
5,30-Jul-18,Black  Dot,clear sound great alarm clock play music else ask oh yeah order need,1
5,30-Jul-18,White  Dot,love use cell phone call echo dot also use echo dot anterooms,1
5,30-Jul-18,Black  Dot,love like,1
5,30-Jul-18,White  Dot,great price love echo dot,1
5,30-Jul-18,Black  Dot,excellent buy another one yesterday,1
5,30-Jul-18,Black  Dot,work great,1
5,30-Jul-18,White  Dot,love daughter enjoy tell area hata,1
5,30-Jul-18,Black  Dot,purchase discount prime day insert portable bluetooth speaker make specifically work echo dot work great love bring area onto ratio mostly use music echo product love,1
5,30-Jul-18,Black  Dot,get third one love,1
5,30-Jul-18,Black  Dot,ease instal,1
5,30-Jul-18,Black  Dot,un excellent equip intelligent al star conectado al internet nos prove de multiple function tales come el tiempohorainformación de cualquier studio que est realizando arm del internet,1
2,30-Jul-18,Black  Dot,price product nice quality nice feature definitely complaints reason give star echo dot think go may buyer error first know product plug time work really dont like stand alone device also speaker loud buy bluetooth speaker dont lastly sure echo dot lot quite figure use fully kind seem like unnecessary device plus set awful would definitely save money buy nicer one actually area,0
5,30-Jul-18,Black  Dot,love product far things set time reminder play music game dont like get full enjoyment purchase many things also difficult set directions make sound simple one two three forget step four five six almost ready send bathe pp extremely slow take hours get thing set however depend go use think ok item,1
5,30-Jul-18,White  Dot,love echo dot amaze,1
4,30-Jul-18,Black  Dot,like use listen podcast like set greet morning tell new one thing dont like get recognize radio station want listen finally get work work bag,1
5,30-Jul-18,Black  Dot,like big sister echo smaller slightly less audit fidelity much lower price amazon prime cause another room add area additional room,1
5,30-Jul-18,Black  Dot,everything big guy,1
5,30-Jul-18,Black  Dot,great product understand accent,1
5,30-Jul-18,Black  Dot,love stop use,1
5,30-Jul-18,White  Dot,really like availability get instant music throughout house,1
5,30-Jul-18,White  Dot,handy kitchen set time give extra help set oven temps,1
5,30-Jul-18,Black  Dot,cool little speaker love alarm connect speakers sound great,1
5,30-Jul-18,Black  Dot,great tool help information,1
1,30-Jul-18,White  Dot,use twice work,0
5,30-Jul-18,Black  Dot,awesome piece technology simplify life great purchase,1
3,30-Jul-18,Black  Dot,jump bandwagon purchase echo feel like struggle get connect three days later device share news weather use tap option still test,1
4,30-Jul-18,White  Dot,love area love echo dot trouble speakers use interior,1
5,30-Jul-18,White  Dot,love find correct smart linksplug connect,1
4,30-Jul-18,White  Dot,work pretty well,1
4,30-Jul-18,Black  Dot,still learn,1
5,30-Jul-18,White  Dot,really love echo dot get question answer right away play music think,1
5,30-Jul-18,Black  Dot,usual reliable area,1
3,30-Jul-18,Black  Dot,speaker could better quality,1
1,30-Jul-18,Black  Dot,device interact home fill apple devices disappoint,0
5,30-Jul-18,Black  Dot,echo want something smaller another room work together great,1
5,30-Jul-18,Black  Dot,love handy easy use get classroom many need get another one,1
5,30-Jul-18,Black  Dot,please,1
4,30-Jul-18,Black  Dot,primarily music bedroom wish speaker better fidelity,1
5,30-Jul-18,Black  Dot,nice,1
5,30-Jul-18,Black  Dot,music weather time,1
5,30-Jul-18,Black  Dot,great love,1
2,30-Jul-18,White  Dot,happy speaker great reason lot time play music start make weird noise stop son goose home much better,0
3,30-Jul-18,Black  Dot,impress,1
5,30-Jul-18,Black  Dot,really like,1
5,30-Jul-18,White  Dot,take learn use still learn,1
5,30-Jul-18,Black  Dot,area phenomena,1
2,30-Jul-18,Black  Dot,think really much play music answer stupid question finally able hook thermostat see price drop like rock,0
4,30-Jul-18,Black  Dot,echo dot generation smart speaker compound size however project good sound also port connect external speaker greater projection sound also like size awkward take lot space work great area pp also think size great college students live form room small limit pace,1
5,30-Jul-18,Black  Dot,use echo dot several different ways home use downstairs control light also take deck stream music bluetooth speaker work great need,1
5,30-Jul-18,White  Dot,echo want dot bedroom even easier set original echo,1
5,30-Jul-18,Black  Dot,make turn things house simple great little update well like check weather,1
5,30-Jul-18,Black  Dot,great product fun use,1
4,30-Jul-18,Black  Dot,need smarter,1
5,30-Jul-18,Black  Dot,really enjoy able make request favorite music happen complaints time,1
5,30-Jul-18,Black  Dot,love work great make home smarthome,1
5,30-Jul-18,White  Dot,really like echo dot amaze able set alarm time talk echo dot,1
5,30-Jul-18,White  Dot,convenient fun,1
4,30-Jul-18,White  Dot,alright,1
4,30-Jul-18,Black  Dot,first area enable device far live reputation,1
5,30-Jul-18,Black  Dot,love search area skill shop pp useful things like area turn light listen news update every morning fun stuff like tell area make star tree red alert noise play song quit friends,1
4,30-Jul-18,Black  Dot,second dot,1
5,30-Jul-18,Black  Dot,son love,1
5,30-Jul-18,Black  Dot,love compact,1
1,30-Jul-18,Black  Dot,work well months stop connect internet wife none trouble shoot efforts work amazon customer service help tell warranty months disappoint will replace,0
5,30-Jul-18,Black  Dot,talk play type music want listen even turn ask,1
2,30-Jul-18,Black  Dot,ask play town radio candor keep ask want add also station town close also phonetically,0
5,30-Jul-18,Black  Dot,love still learn capabilities lot fun,1
4,30-Jul-18,Black  Dot,easy set still try get connect light bulb smart plug grandkids think flex cool,1
5,30-Jul-18,White  Dot,love use everything part daily routine,1
4,30-Jul-18,Black  Dot,area program great quality best could definitely louder,1
4,30-Jul-18,White  Dot,overall like though sir phone need dont smart home dont intend make one fun use music read audible book,1
3,30-Jul-18,Black  Dot,area pretty basic almost like toy release market without proper development speech recognition fail understand basic american british accentthe music play restrictive speech refine way understand almost human speak link couture via amazon web service work,1
5,30-Jul-18,White  Dot,set easy,1
5,30-Jul-18,Black  Dot,love,1
4,30-Jul-18,Black  Dot,amaze alarm tell area wake particular song love play list music sure dont keep prime music still available however love fact amazon give music free monthsthey give prime free months well,1
5,30-Jul-18,White  Dot,love things play learn,1
5,30-Jul-18,Black  Dot,deal get one happy still explore thank,1
5,30-Jul-18,White  Dot,find use time keep inform news weather get daily bible verse play music new skill add time future,1
5,30-Jul-18,White  Dot,love watch wife argue area wake one night listen area talk cell phone,1
4,30-Jul-18,Black  Dot,give gift love,1
5,30-Jul-18,Black  Dot,echo dot everything expect,1
5,30-Jul-18,Black  Dot,love super convenient make life little easier,1
5,30-Jul-18,White  Dot,love echo dot many feature work breathe thing dont like play music go pay specify amazon music account,1
4,30-Jul-18,White  Dot,great lot fun,1
4,30-Jul-18,White  Dot,easy set area need lot train,1
5,30-Jul-18,White  Dot,third echo dot purchase love product,1
5,30-Jul-18,Black  Dot,like compact structure dot sound little low,1
4,30-Jul-18,White  Dot,handy dont expect much much number assistant phone,1
5,30-Jul-18,Black  Dot,easy set use new feature skill add time,1
3,30-Jul-18,White  Dot,love product dislike son apple music area play,1
5,30-Jul-18,Black  Dot,one week far say blast,1
4,30-Jul-18,Black  Dot,love,1
5,30-Jul-18,Black  Dot,work like charm,1
5,30-Jul-18,Black  Dot,good speaker bedroom office,1
4,30-Jul-18,Black  Dot,small speaker tin sound great good bluetooth speaker,1
5,30-Jul-18,White  Dot,fun information dislike far like convenience,1
5,30-Jul-18,Black  Dot,easy set unfordable love,1
5,30-Jul-18,White  Dot,love shut microphone night children talk bed time automatic sleep time lullaby music sure survive long,1
5,30-Jul-18,Black  Dot,echo dot relate devices best thing come long time,1
3,30-Jul-18,Black  Dot,sound quality want great expensive,1
5,30-Jul-18,Black  Dot,work great buy shop like interior house,1
4,30-Jul-18,Black  Dot,bad issue actually play want get use iheartradio properly play station want challenge bad sale price pay,1
4,30-Jul-18,Black  Dot,great sound quality low,1
5,30-Jul-18,White  Dot,love,1
4,30-Jul-18,Black  Dot,always easy set,1
3,30-Jul-18,Black  Dot,work ok speaker quality much better phone x would spend extra money get fullsize echo great sound quality,1
5,30-Jul-18,Black  Dot,intelligent love songs,1
4,30-Jul-18,White  Dot,review,1
5,30-Jul-18,Black  Dot,love echo dot price pay prime day comparable buy new digital clock bell whistle much play music set alarm call friends play game set timersthe list go definitely worth money,1
2,30-Jul-18,Black  Dot,sound terrible pair echo play simultaneously must upgrade amazon music want play one device time,0
5,30-Jul-18,Black  Dot,easy installation set better sound echo dot smart speaker satisfy purchase,1
5,30-Jul-18,White  Dot,spoil one downstairs get one upstairs listen music etc walk treadmill,1
3,30-Jul-18,Black  Dot,command area require specific find goose home much flexible fire ask,1
5,30-Jul-18,White  Dot,handy hell recommend,1
1,30-Jul-18,White  Dot,real difficulty work echo dot alexis smart question ask get half time still ask question alexis say music great work well far frustration experience,0
5,30-Jul-18,Black  Dot,still discovery phase far enjoy smart home feature instal,1
5,30-Jul-18,Black  Dot,totally get sense humour,1
5,30-Jul-18,Black  Dot,put one bedroom play music tell us weather also alarm wake us morning better clock radio play type music want radio station favorites even tell joke dont know get along without amaze,1
3,30-Jul-18,Black  Dot,like echo sure dot use lot music audit booksthe sound quality smaller echo nowhere near quality full size model decide ill keep,1
5,30-Jul-18,Black  Dot,love get boyfriend birthday kiss blast ask area kinds question tell silly joke love,1
4,30-Jul-18,White  Dot,better sound,1
3,30-Jul-18,Black  Dot,get echo house already regular echo echo dot easy set sound enjoyable wish would go another regular echo solely base sound,1
1,30-Jul-18,Black  Dot,really happy original echo think id get echo dot use bedroom really disappoint audit quality connect external speaker via bluetooth audit much better start problems look connection wife presumably due interference bluetooth connect speaker via axillary jack axillary jack pick interference wife women middle night horrible buzz sound hop amazon take thing back give good deal echo spot hope better nightstand device,0
5,30-Jul-18,Black  Dot,listen well way expect love,1
4,30-Jul-18,White  Dot,still test one far like resistant put voice activate device home would first unfortunately sometimes get wife light bulb mix wont turn able manage fix mean convenient especially unable reach turn light electronics could hook dot like play music reminders alarm etc still get use fact man always listen,1
5,30-Jul-18,Black  Dot,work greathaving fun play musicchecking weather king question,1
4,30-Jul-18,Black  Dot,small convenient dependable dot cutis area job ask issue fidelity expect small speaker,1
4,30-Jul-18,Black  Dot,area perfect people like live alone least someone talk keep vanity though wish powerful speaker need connect bluetooth speakers,1
5,30-Jul-18,Black  Dot,small footprints nice clarity,1
5,30-Jul-18,White  Dot,easy set,1
5,30-Jul-18,Black  Dot,great addition area base use guest bedroom music clock infodot speaker strong base great value,1
5,30-Jul-18,Black  Dot,alexis build thermostat work well stand right next hear music play happy decide try echo dot since prime day disappoint hear fine music play problem really like bluetooth connect bone speaker quality sound,1
5,30-Jul-18,Black  Dot,connect whole home sound system play prime music goose home mind work well,1
5,30-Jul-18,Black  Dot,much fun play ask set alarm wake morning go tell area turn area learn question ask play music ask play amazon music domain wake middle night turn light ask area time want current weather tell ask go city know call friend dial use one yet say could contact,1
5,30-Jul-18,Black  Dot,easy set everything poster despite small size speakers adequate understand instructions across room happy purchase,1
5,30-Jul-18,Black  Dot,great product price work well,1
5,30-Jul-18,White  Dot,perfect home office,1
2,30-Jul-18,Black  Dot,weak sound compare goose home mind sound bad also need prime small selection music need prime music play everything also get two need prime family music play music think lame need family plan use multiple devices,0
5,30-Jul-18,Black  Dot,suppose great product,1
5,30-Jul-18,Black  Dot,love item able hear kind music enjoy much order another,1
5,30-Jul-18,White  Dot,love dot,1
5,30-Jul-18,Black  Dot,great item glad make purchase prime day,1
5,30-Jul-18,Black  Dot,still learn use figure read kindle book real bonus,1
5,30-Jul-18,White  Dot,love one bedroom kitchen great drop family around house,1
5,30-Jul-18,Black  Dot,far good teach navvy still try figure easy set far easy use lot ape use play fun,1
1,30-Jul-18,Black  Dot,echo dot respond us agent even talk give plug feel like us,0
1,30-Jul-18,White  Dot,connect phone playlist,0
5,30-Jul-18,Black  Dot,put awhile finally get around buy home wife legally blind use computer godson amazon music listen music check weather get phone number make call etc etc still learn tell absolutely amaze purchase extend family grandchildren absolutely love play music area wife direct cable capability speakerstereo option choose well worth money wont regret,1
5,30-Jul-18,Black  Dot,perfect fast shipment pack work intend,1
3,30-Jul-18,White  Dot,area seem get number less useful time,1
5,30-Jul-18,Black  Dot,love,1
5,30-Jul-18,Black  Dot,addict thing,1
4,30-Jul-18,Black  Dot,love dot hop add couple around apartment reason give star wish speaker would little better know amazon probably want keep cost item really like play music around apartment busy things would add speaker little wastage bass response would something great put bathroom kitchen might lot space full size echo would will pay dollars better speaker oh well still love go find bluetooth speaker sound good take whole lot space,1
5,30-Jul-18,Black  Dot,far say love,1
5,30-Jul-18,Black  Dot,love dot easy use two plus echo spot one favorite feature ability listen music amazon heart radio candor,1
5,30-Jul-18,White  Dot,great play music throughout house great easily fit door home,1
5,30-Jul-18,White  Dot,obsess area tell weather every morning play game love guess song one one upstairs turn downstairs cool walk stairs area,1
3,30-Jul-18,White  Dot,work well disappoint speaker quality hook old computer speakers,1
5,30-Jul-18,Black  Dot,easy set easy use work smart products always learn,1
5,30-Jul-18,White  Dot,much fun easy use even four year old love talk area,1
5,30-Jul-18,Black  Dot,love new echo dot right mainly use play music night get job do,1
5,30-Jul-18,Black  Dot,love thing wish would get sooner certainly want go settings lock kiss great additional even unexpected things like help kiss homework load skill happy purchase especially since get prime day almost half price,1
5,30-Jul-18,White  Dot,super easy hook program use music feature love set reminders phone echo remind set time great news update,1
5,30-Jul-18,Black  Dot,work like dot,1
5,30-Jul-18,Black  Dot,set simple recognize voice well seam intuition enjoy ease use,1
2,30-Jul-18,Black  Dot,negative product terrible sound quality massive difference area us big reason want purchase thiswont buy another speaker sound quality improve,0
3,30-Jul-18,White  Dot,hop cord white also otherwise fine,1
5,30-Jul-18,White  Dot,like ability multiple different things like create list set alarm play song think much wish sound could louder,1
5,30-Jul-18,Black  Dot,soon still learn,1
4,30-Jul-18,Black  Dot,enjoy still learn command run one frustration issue user friendly try set voice recognition household,1
5,30-Jul-18,Black  Dot,love option u play music everywhere house multiple devices,1
5,30-Jul-18,Black  Dot,work great,1
4,30-Jul-18,White  Dot,like almost everything,1
5,30-Jul-18,Black  Dot,amaze help become better organize give traffic update weather update help maintain good fast morning routine,1
4,30-Jul-18,Black  Dot,kiss love area skill amaze would like see get little smarter answer basic question,1
5,30-Jul-18,White  Dot,great definitely get little old really regret love hook speakers via bluetooth wake smiths,1
5,30-Jul-18,Black  Dot,love add upstairs bedroom,1
5,30-Jul-18,White  Dot,get love area everything around house,1
5,30-Jul-18,Black  Dot,work great easy set,1
5,30-Jul-18,Black  Dot,echo device easy set work perfectly,1
